item_id	title	year	latitude	longitude
60330671	Dialectica nova . .	1706	52.272642	8.049799
60330674	Ars Lulliana .. revisa ..	1706	50.978695	11.032831
60330677	Compendium logisticae ..	1706	50.928782	11.589901
60330670	Elementa philosophiae instrumentalis	1706	51.500000	12.000000
60330673	De logica non otiosa	1706	51.500000	12.000000
60330684	Erotemata logica	1707	51.339620	12.371292
60330685	Disquisitiones in universam philosophiam aristotelico-thomisticam	1707	47.799406	13.043990
60330681	De mathesi sacra non sacra seu abusu mathematum in sacris . .	1707	51.812222	12.805278
60330682	Logica positiva	1707	52.227905	11.009846
60330679	Manuductio ad logicam	1707	49.984188	8.279096
60330680	Dissertatio de modo disputandi megarico	1707	50.928782	11.589901
60330686	Principia philosophiae antiperipateticae	1707	49.015000	12.095556
60330683	De logica non otiosa	1707	51.500000	12.000000
60330696	Theses de principiis cognitionis humanae	1708	51.339620	12.371292
60330695	Philosophiae ad mentem Scoti cursus integer	1708	45.438611	12.326667
60330691	Examen succinctum artis recte cogitandi Antonii le  Grand . .	1708	51.812222	12.805278
60330689	Rudimenta logicae primae	1708	54.088698	12.140493
60330687	La logique ou l'art de penser	1708	52.374027	4.889688
60330692	Florilegium argumentorum	1708	45.581381	9.941362
60330694	Medicina mentis	1708	52.524368	13.410530
60330697	De eruditione triplici solida .. praemittitur vera methodus inveniendi  verum	1708	50.115520	8.684167
60330688	Institutiones logicae	1708	50.948235	10.701928
60330693	Philosophia tripartita in logicam, physicam et metaphysicam	1708	49.898726	10.900669
60330699	Logicae doctrinae compendium . . in publicum usum scholae Tigurinae	1708	47.366667	8.550000
60330700	Compendii logici compendiolum brevius ..	1708	47.366667	8.550000
60330690	Philosophus in utramque partem	1708	48.853410	2.348800
60330698	Fundamenta philosophiae rationalis	1708	51.500000	12.000000
60330710	De intellectu humano	1709	51.339620	12.371292
60330708	An abstract of the Essay of Human Understanding	1709	51.508529	-0.125742
60330701	Exercitationes academicae in philosophiam primam et naturalem, in quibus philosophia Renati Des-Cartes . . explicatur	1709	53.185465	5.541229
60330712	Breviarium logicae sacrae ..	1709	54.088698	12.140493
60330703	La manière de bien penser	1709	52.374027	4.889688
60330705	Dialectica aristotelico-rationalis	1709	45.581381	9.941362
60330709	Dialectica aristotelico-rationalis	1709	45.581381	9.941362
60330714	Nucleus dialectiae	1709	45.581381	9.941362
60330706	Phosphorus philosophicus;.	1709	50.115520	8.684167
60330707	Delineatio philosophiae rationalis eclecticae ..	1709	50.928782	11.589901
60330711	Isagogicus modus solvendi .. argumentorum obiectorum nodos	1709	53.575323	10.015340
60330702	La logique ou l'art de penser	1709	48.853410	2.348800
60330704	Elementa philosophiae instrumentalis	1709	51.500000	12.000000
60330713	De sensu veri et falsi libri IV	1709	51.500000	12.000000
60330717	---	1710	51.339620	12.371292
60330719	Pharus intellectus sive logica electiva	1710	51.339620	12.371292
60330724	An Essay concerning humane understanding	1710	51.508529	-0.125742
60330720	Clypeus philosophiae thomisticae	1710	45.438611	12.326667
60330718	Isagoge in Organon Aristotelis	1710	51.812222	12.805278
60330726	Philosophia scoto-aristotelica universa. Tomus primus logicam et physicam complectens	1710	49.454205	11.077523
60330716	Opera philosophica	1710	52.374027	4.889688
60330722	Van den oorspronk der vooroordelen	1710	52.374027	4.889688
60330721	Methodus disputandi hodierna	1710	52.227905	11.009846
60330723	Initia polyhistoris logici sive historiae logicae	1710	52.227905	11.009846
60330727	Compendium philosophiae	1710	52.227905	11.009846
60330715	Philosophia tripartita	1710	45.581381	9.941362
60330730	Dialectica thomistica-laurentiana	1710	45.581381	9.941362
60330729	Einleitung zu der Hof-Philosophie	1710	50.115520	8.684167
60330725	Kurtze Fragen aus der Logica sacra	1710	51.155178	14.988527
60330728	Ausübung der Vernunfft-Lehre	1710	51.500000	12.000000
60330732	De modo solvendi sophismata	1711	51.339620	12.371292
60330746	Doctrina logica	1711	51.339620	12.371292
60330731	Syntagma theologico-physico-metaphysicum, complectens ..  Paraphrasin in Principia philosophiae Renati Des-Cartes	1711	53.185465	5.541229
60330745	Dialectica seu logica minor	1711	41.894738	12.483902
60330739	Institutiones philosophiae secundum principia .. R. Descartes	1711	49.454205	11.077523
60330733	Cursus philosophicus	1711	45.581381	9.941362
60330737	Manuductio ad logicam	1711	45.581381	9.941362
60330738	Definitiones, divisiones ac regulae ex logica . .	1711	45.581381	9.941362
60330735	Theses logicales cum institutionibus dialecticis	1711	49.898726	10.900669
60330734	Logica contracta	1711	51.221723	6.776161
60330740	Rectae ratiocinationis elementa	1711	50.681354	8.303690
60330741	Institutiones philosophiae	1711	45.748457	4.846711
60330744	Praecepta logicae	1711	50.840478	10.951980
60330736	Philosophus in utramque partem	1711	48.853410	2.348800
60330742	Exercitationes scholasticae in varias partes philosophiae	1711	48.853410	2.348800
60330743	Einleitung zur Vernunfft-Lehre	1711	51.500000	12.000000
60330760	Logica maior	1712	41.894738	12.483902
60330750	Systeme de reflexions .. ou nouvel essai de logique	1712	52.374027	4.889688
60330751	Logica contracta Claubergiana	1712	52.374027	4.889688
60330759	Einleitung zu der Hof-Philosophie	1712	52.524368	13.410530
60330748	Tabulae de philosophia in genere ..	1712	50.115520	8.684167
60330753	Pharus intellectus sive logica electiva	1712	51.180350	14.434941
60330754	Gründliche Anweisung zur Logica vor Adeliche	1712	51.180350	14.434941
60330747	La logique ou l'art de penser	1712	45.748457	4.846711
60330752	Exercitatio philosophica brevem totius logicae  ideam complectens	1712	46.202216	6.145692
60330755	Nucleus logicae Weisianae ..	1712	50.583333	8.650000
60330756	Nucleus logicae Weisianae .. variis additamentis novis . . auctus ..	1712	50.583333	8.650000
60330758	Ein paar Haupt-Fehler der alten Logic ..	1712	52.164421	10.540946
60330757	De la Recherche de la Vérité	1712	48.853410	2.348800
60330749	Elementa philosophiae instrumentalis	1712	51.500000	12.000000
60330763	Voyage du monde de Descartes	1713	52.374027	4.889688
60330765	Incrementum polyhistoris logici ..	1713	52.227905	11.009846
60330761	Ars coniectandi	1713	47.558395	7.573271
60330766	Philosophia radicalis eclectica	1713	51.219895	4.403458
60330762	Elementa philosophiae instrumentalis	1713	51.500000	12.000000
60330764	Via ad veritatem	1713	51.500000	12.000000
60330767	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1713	51.500000	12.000000
60330777	Pharus intellectus sive logica electiva	1714	51.339620	12.371292
60330783	Curieuse Fragen über die Logica	1714	51.339620	12.371292
60330768	Introductio in philosophiam	1714	54.088698	12.140493
60330774	Manuductio ad logicam	1714	49.984188	8.279096
60330775	Definitiones, divisiones ac regulae ex logica . .	1714	49.984188	8.279096
60330781	Institutiones logicae sacrae latino-germanicae	1714	50.115520	8.684167
60330779	Exercitationes scholasticae in varias partes philosophiae	1714	45.748457	4.846711
60330778	Inventum novum quadrati logici universalis ..	1714	50.583333	8.650000
60330782	Nucleuslogicae	1714	50.583333	8.650000
60330772	Cursus philosophicus Conimbricensis	1714	38.716667	-9.133333
60330776	Ars rationis seu elementa logica	1714	51.788426	11.150056
60330780	Philosophia secundum mentem divi Thomae Aquinatis	1714	46.880422	8.644409
60330769	La logique ou l'art de penser	1714	48.853410	2.348800
60330771	Les principes du raisonnement exposés en deux logiques ..	1714	48.853410	2.348800
60330773	Philosophus in utramque partem	1714	48.853410	2.348800
60330770	Elementa philosophiae instrumentalis	1714	51.500000	12.000000
60330790	Medicina mentis	1715	51.508529	-0.125742
60330791	Summulae sive dialectica regulata	1715	47.799406	13.043990
60330792	Dialectica controversa	1715	47.799406	13.043990
60330788	De methodo demonstrandi mathematica ad res  theologicas non applicanda	1715	51.812222	12.805278
60330784	Elementa philosophiae instrumentalis	1715	49.454205	11.077523
60330787	Medicina intellectus sive logica e . Buddei Logica  .. redacta	1715	49.454205	11.077523
60330793	Institutio logicae"	1715	51.752221	-1.255960
60330789	Cogitationes posteriores de veritatis cognoscendae principio	1715	50.928782	11.589901
60330794	Ars cogitandi erotematica	1715	47.558395	7.573271
60330785	Philosophus in utramque partem	1715	48.853410	2.348800
60330786	Réfutation d'un nouveau systeme de métaphysique propose  par le P. M. (= Malebranche)	1715	48.853410	2.348800
60330798	Pharus intellectus	1716	51.339620	12.371292
60330799	De obligatione probandi	1716	51.339620	12.371292
60330800	An Essay concerning humane understanding	1716	51.508529	-0.125742
60330803	Philosophiae quadripartitae tractatus	1716	47.799406	13.043990
60330805	De animi capacitate, quae ad studium logicum requiritur	1716	51.812222	12.805278
60330796	Institutionum logicarum libri duo	1716	52.524368	13.410530
60330807	Methodus recte cogitandi	1716	48.366667	10.883333
60330795	Enchiridium logicae iuridicae	1716	50.928782	11.589901
60330806	Synospis philosophiae rationalis	1716	50.928782	11.589901
60330802	Institutiones philosophicae	1716	45.748457	4.846711
60330797	Disputationes inuniversam Aristotelis logicam	1716	40.968817	-5.663881
60330801	Vera sciendi methodus	1716	48.853410	2.348800
60330804	Fundamenta philosophiae (ed. 3.)	1716	51.500000	12.000000
60330808	Logic, or the art of thinking	1717	51.508529	-0.125742
60330818	Programma de methodo mathematica singulis  disciplinis philosophicis accomodanda	1717	52.227905	11.009846
60330810	Ars philosophice loquendi sive logica vocalis	1717	50.115520	8.684167
60330816	De origine idearum in mente humana	1717	54.706493	20.510951
60330809	Methodus recte cogitandi	1717	48.366667	10.883333
60330814	Delineatio philosophiae rationalis	1717	50.928782	11.589901
60330817	Institutiones philosophiae rationalis eclecticae	1717	50.928782	11.589901
60330812	Quantum reformatio Lutheri profuerit logicae	1717	53.575323	10.015340
60330813	Dissertatio de Adami logica metaphysica .	1717	46.880422	8.644409
60330815	Promptuarium philosophicum	1717	48.765081	11.423725
60330811	Elementa philosophiae instrumentalis	1717	51.500000	12.000000
60330828	Philosophiae ad mentem Scoti cursus integer	1718	45.438611	12.326667
60330819	La logique ou l'art de penser	1718	52.374027	4.889688
60330824	Logica in quatuor partes distributa	1718	51.752221	-1.255960
60330825	Praerequisita et theoremata in primam philosophiae partem  sive logicam	1718	49.984188	8.279096
60330823	Manductio ad logicam	1718	45.581381	9.941362
60330827	Cursus philosophicus	1718	45.581381	9.941362
60330822	Summa philosophiae scholasticae et scotisticae	1718	45.415194	11.881808
60330820	Tentamen introductionis in historiam doctrinae logicae de  ideis	1718	50.928782	11.589901
60330829	Institutiones philosophiae rationalis	1718	50.928782	11.589901
60330821	Philosophia novo-antiqua	1718	45.464269	9.189506
60330826	Medicina mentis	1718	51.500000	12.000000
60330841	Doctrina logica	1719	51.339620	12.371292
60330831	Philosophia Scoti .. vindicata	1719	45.438611	12.326667
60330838	Universa philosophia aristotelico-thomistica	1719	45.438611	12.326667
60330830	Apologia pro vera et samore philosophia	1719	53.185465	5.541229
60330834	Cartesius verus Spinozismi architectus	1719	53.185465	5.541229
60330836	Mundus philosophicus	1719	50.088043	14.420757
60330833	Logica in facilitatem ordinemque restituta	1719	50.948235	10.701928
60330837	Systema logicum .. ad usum Gymnasii Gothani ..	1719	50.948235	10.701928
60330835	Lineamenta logïcae sive philosophiae rationalis	1719	51.514942	7.465997
60330832	Elementa philosophiae instrumentalis	1719	51.500000	12.000000
60330839	Einleitung zu der Vernunfft-Lehre	1719	51.500000	12.000000
60330840	Ausübung der Vernunfft-Lehre	1719	51.500000	12.000000
60330842	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1719	51.500000	12.000000
60330851	De ratiocinatione philosophica et mathematica	1720	51.339620	12.371292
60330847	Abrege de L'Essay de Mr. Locke sur L'Entendement Humain. Traduit  . . par Monsieur Bosset	1720	51.508529	-0.125742
60330850	De praecipuis logicae ac metaphysicae naevis	1720	54.088698	12.140493
60330843	La logique ou systeme de reflexions	1720	52.374027	4.889688
60330846	Praerequisita et theoremata in universam Aristotelis philosophiam	1720	49.984188	8.279096
60330845	Compendium logicae peripateticae minus	1720	50.583333	8.650000
60330848	Pharus dialectica sive logicae universae brevis elucidatio	1720	38.566667	-7.900000
60330849	Introductio in universam Aristotelis philosophiam, seu  dialectica	1720	50.682646	21.748981
60330852	Nucleus logicae	1720	50.259366	10.963843
60330844	Voyage du monde de Descartes	1720	48.853410	2.348800
60330864	Historia logicae	1721	51.339620	12.371292
60330860	Coelum philosophicum	1721	50.088043	14.420757
60330857	Opera omnia	1721	49.984188	8.279096
60330855	Gründliche Anweisung zur Logica vor Adeliche ..	1721	51.180350	14.434941
60330853	Logica contracta	1721	52.090833	5.122222
60330856	Elementa philosophiae rationalis	1721	48.522659	9.052219
60330859	Spinozismus detectus oder vernünfftige Gedancken  von dem wahren Unterschied der philosophischen und mathematischen Methode . .	1721	50.980301	11.329030
60330861	Historia logicae Arabum	1721	59.858502	17.645427
60330863	Compendium philosophicum praecipuas philosophiae  partes complectens	1721	39.469752	-0.377387
60330854	Les Principes de la Philosophie	1721	48.853410	2.348800
60330858	De la Recherche de la Vérité	1721	48.853410	2.348800
60330862	Disputation von der Arth zu urtheilen in der Philosophie  und Mathematic . .	1721	51.500000	12.000000
60330875	De sensu veri et falsi libri IV	1722	51.339620	12.371292
60330869	Opera philosophica	1722	52.374027	4.889688
60330871	Manuductio ad logicam	1722	49.984188	8.279096
60330872	Definitiones, divisiones ac regulae ex logica . .	1722	49.984188	8.279096
60330873	Promptuarium philosophicum	1722	48.765081	11.423725
60330866	De triplici rerum cognitione ..	1722	48.522659	9.052219
60330870	Principia philosophiae autore G. G. Leibnitio ..  ventilata ..	1722	48.522659	9.052219
60330865	Philosophia rationalis nov -antiqua	1722	47.726739	10.313888
60330868	Breviuscula introductio ad logicam	1722	55.952060	-3.196481
60330874	Palaestra scholastica	1722	40.416502	-3.702564
60330867	Elementa philosophiae instrumentalis	1722	51.500000	12.000000
60330876	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1722	51.500000	12.000000
60330879	Philosophia peripatetica	1723	45.438611	12.326667
60330877	Nova philosophiae, planetarum et artis criticae systemata ..	1723	49.454205	11.077523
60330885	Essai philosophique concernant l'entendement humain	1723	52.374027	4.889688
60330886	Cartesius verus Spinozismi architectus	1723	52.374027	4.889688
60330887	Philosophia ad mentem . . T'homae Aquinatis	1723	45.581381	9.941362
60330880	Historia philosophica doctrinae de ideis	1723	48.366667	10.883333
60330884	Neueste und nützlichste Art die Vernunft-Lehre .. zu  erlernen ..	1723	50.928782	11.589901
60330889	De methodo mathematica extra mathesin  applicanda	1723	50.928782	11.589901
60330881	Philosophia ad morem gymnasiorum	1723	45.748457	4.846711
60330888	De principio rationis sufficientis	1723	48.522659	9.052219
60330878	Des vrayes et des fausses idées	1723	49.443129	1.099319
60330882	Les Principes de la Philosophie	1723	48.853410	2.348800
60330883	Philosophus in utramque partem	1723	48.853410	2.348800
60330903	Praedicati quantitatem in propositione categorica demonstrat	1724	51.339620	12.371292
60330899	A new treatise of the art of thinking	1724	51.508529	-0.125742
60330897	Philosophia ad morem gymnasiorum	1724	45.438611	12.326667
60330907	Philosophiae ad mentem Scoti cursus integer	1724	45.438611	12.326667
60330908	Institutiones philosophicae	1724	45.438611	12.326667
60330894	Philosophia rationalis sive logica aristotelico-neutristica	1724	50.088043	14.420757
60330895	Bedenken über die Wolffianische Philosophie	1724	50.115520	8.684167
60330905	Von der Schwachheit und Unvollkommenheit des menschlichen  Verstandes in Erkänntniß der Wahrheit	1724	50.115520	8.684167
60330893	Philosophia thomistica Salisburgensis ..	1724	48.366667	10.883333
60330910	Nexus doctrinae philosophicae oder Kurtze Anweisung  zur Philosophie ..	1724	50.928782	11.589901
60330898	Logicae systema	1724	46.202216	6.145692
60330906	Cursus philosophicus	1724	40.968817	-5.663881
60330891	Des vrayes et des fausses idées	1724	49.443129	1.099319
60330904	Philosophus in utramque partem	1724	50.850445	4.348783
60330909	Peripateticus nostri temporis	1724	47.995895	7.852221
60330890	La logique ou l'art de penser	1724	48.853410	2.348800
60330892	---	1724	48.853410	2.348800
60330896	Traité des premières véritez et de la source de nos jugements ..	1724	48.853410	2.348800
60330900	Discours de la methode	1724	48.853410	2.348800
60330901	Les Principes de la Philosophie	1724	48.853410	2.348800
60330902	Les Méditations métaphysiques	1724	48.853410	2.348800
60330918	De ratiocinatione causali	1725	51.339620	12.371292
60330919	A philosophical treatise concerning the weakness of  human understanding	1725	51.508529	-0.125742
60330920	An essay concerning the weakness of the human understanding .. second edition	1725	51.508529	-0.125742
60330925	Logic, or the right use of reason in the enquiry after truth ..	1725	51.508529	-0.125742
60330922	Biennium philosophicum	1725	47.799406	13.043990
60330917	Institutiones logicae eclecticae	1725	51.812222	12.805278
60330913	La Logique . .	1725	52.374027	4.889688
60330921	Logica memorativa	1725	50.115520	8.684167
60330924	Institutiones philosophiae Wolfianae .	1725	50.115520	8.684167
60330916	De inexplicabilibus	1725	45.415194	11.881808
60330912	De principio rationis sufficientis	1725	50.928782	11.589901
60330914	Logicae compendium	1725	53.219167	6.566667
60330915	De logicae cum physica .. nexu ..	1725	53.219167	6.566667
60330923	Rudimenta logices	1725	53.141178	8.214674
60330911	Elementa philosophiae instrumentalis	1725	51.500000	12.000000
60330926	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1725	51.500000	12.000000
60330937	An Essay concerning humane understanding	1726	51.508529	-0.125742
60330942	Logic ..	1726	51.508529	-0.125742
60330932	Philosophia academica	1726	41.894738	12.483902
60330938	Tentamen academicum de sororio logices ac matheseos  nexu ..	1726	51.812222	12.805278
60330934	Philosophia iuxta inconcussa .. Thomae dogmata	1726	45.581381	9.941362
60330936	Nova anatome seu idea analytica systematis metaphysici  Wolfiani	1726	50.115520	8.684167
60330941	Institutiones philosophiae Wolfianae	1726	50.115520	8.684167
60330931	De pseudomeno ..	1726	45.415194	11.881808
60330939	Institutiones philosophiae rationalis eclecticae	1726	50.928782	11.589901
60330928	Philosophia nova-antiqua	1726	45.464269	9.189506
60330927	Veritatis de principio rationis sufficientis assertae contra novas  obiectiones Feuerlianas defensio ..	1726	51.904248	10.427656
60330929	Opera philosophica	1726	51.501799	10.795695
60330930	Philosophus in utramque partem	1726	48.853410	2.348800
60330933	Logica seu ars ratiocinandi	1726	51.500000	12.000000
60330935	Doctrina philosophica de ideis	1726	51.500000	12.000000
60330940	Ausübung der Vernunfft-Lehre	1726	51.500000	12.000000
60330943	Elementa philosophiae instrumentalis	1727	51.339620	12.371292
60330949	Joh. Franc. Buddei Elementa philosophiae instrumentalis  . . in tabulas .. redacta	1727	51.339620	12.371292
60330944	The theory or rationale of ideas	1727	51.508529	-0.125742
60330948	Philosophiae ad mentem Scoti cursus integer	1727	45.438611	12.326667
60330947	Institutionum philosophicarum tomus I	1727	51.812222	12.805278
60330950	Tentamen academicum de sororio logices ac  matheseos nexu et applicatione praeceptorum logicorum in disciplinis mathematicis	1727	51.812222	12.805278
60330945	Cursus philosophiae eclecticae	1727	46.880422	8.644409
60330946	Syntagma philosophicum	1727	43.766667	11.250000
60330951	De sensu atque usu principii rationis sufficientis ..	1727	51.500000	12.000000
60330952	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1727	51.500000	12.000000
60330963	Einleitung in die philosophischen Wissenschaften	1728	51.339620	12.371292
60330953	The arts of logick and rhetorick	1728	51.508529	-0.125742
60330954	The Procedure, Extent, and Limits of Human Understanding	1728	51.508529	-0.125742
60330958	Logicae disciplinae rudimenta	1728	45.438611	12.326667
60330959	Medicina mentis et corporis	1728	52.374027	4.889688
60330965	Quod animalia bruta saepe ratione utantur melius homine	1728	52.227905	11.009846
60330955	Philosophiae Leibnitianae et Wolffianae usus in  theologia	1728	50.115520	8.684167
60330960	Godofredi Guilielmi Leibnitii principia philosophiae more geometrico demonstrata	1728	50.115520	8.684167
60330968	Philosophia rationalis sive logica	1728	50.115520	8.684167
60330966	Tabulae synopticae philosophiae Buddei eclecticae	1728	51.180350	14.434941
60330956	De cognitione humana	1728	50.980301	11.329030
60330957	Introductio in dialecticam	1728	47.415327	7.075221
60330961	Universa philosophia	1728	48.208488	16.372075
60330962	Logicae seu artis cogitandi institutiones	1728	40.833333	14.250000
60330964	Via ad perfectiones intellectus compendiaria	1728	50.980701	10.315221
60330967	Fundamenta philosophiae rationalis seu logicae	1728	51.500000	12.000000
60330970	Elementa philosophiae instrumentalis	1729	51.339620	12.371292
60330976	Gedancken über Herrn Christian Wolffens .. Logic  ..	1729	51.339620	12.371292
60330980	Joh. Franc. Buddei Elementa philosophiae instrumentalis  .. in tabulas .. redacta	1729	51.339620	12.371292
60330969	The Procedure, Extent, and Limits of Human Understanding	1729	51.508529	-0.125742
60330972	Institutiones logicae peripateticae	1729	45.438611	12.326667
60330973	Philosophia iuxta inconcussa .. D. Thomae dogmata	1729	45.438611	12.326667
60330974	Clypeus philosophiae thomisticae	1729	45.438611	12.326667
60330977	~	1729	45.438611	12.326667
60330979	Coronis biennii philosophici	1729	47.799406	13.043990
60330975	Tentamina philosophiae eclecticae	1729	54.088698	12.140493
60330978	Essai philosophique concernant l'entendement humain	1729	52.374027	4.889688
60330982	Institutio logicae ..	1729	51.752221	-1.255960
60330981	Institutiones philosophiae Wolfianae	1729	50.115520	8.684167
60330971	Logica)	1729	40.416502	-3.702564
60330994	Tentamen logicum de ratione philosophandi	1730	51.339620	12.371292
60330987	Philosophia vetus et nova	1730	45.438611	12.326667
60330996	Institutiones philosophicae	1730	45.438611	12.326667
60330985	Opera omnia	1730	52.374027	4.889688
60330991	Elementa philosophiae rationalis et moralis	1730	52.374027	4.889688
60330988	Dialectica Aristotelico-rationalis sive Manuductio ad logicam	1730	45.581381	9.941362
60330989	Dialectica	1730	45.581381	9.941362
60330990	Philosophia argumentosa, quondam florilegium argumentorum	1730	45.581381	9.941362
