id	year	place	place_abbrv	latitude	longitude	title	author	subjects	publisher
ocn756505783	2011	milano	it	46.21023	10.82097	[rinascimento in lombardia foppa zenale leonardo bramantino]	[author:romano giovanni]	[subject:painting renaissance] [subject:painting italian]	[publisher:feltrinelli]
ocn756578378	2011	lucca	it	43.84823	10.50705	[matteo civitali nella cattedrale di lucca studi e restauri]	[author:filieri maria teresa] [author:civitali matteo di giovanni] [author:d aniello antonia]	[subject:restaurierung] [subject:sculpture renaissance] [subject:ausstattung] [subject:plastik]	[dewey:730]	[publisher:fondazione ragghianti studi sull arte]
ocn756578401	2011	milano	it	46.21023	10.82097	[le opere di giorgio vasari in arezzo e provincia]	[author:fornasari liletta] [author:vasari giorgio]	[subject:art italian] [subject:art renaissance] [subject:art italian italy arezzo] [subject:art renaissance italy arezzo]	[dewey:750]	[publisher:skira]
ocn757147239	2012	new haven	ctu	44.74415	-104.84469	[the anglo florentine renaissance art for the early tudors]	[author:sicca cinzia maria] [author:waldman louis alexander]	[subject:italians] [subject:history] [subject:art italian] [subject:rezeption] [subject:international relations] [subject:art] [subject:art renaissance] [subject:tombs] [subject:kunst] [subject:art patronage]	[publisher:yale center for british art and the paul mellon centre for studies in british art]
ocn757176887	2008	new york	nyu	40.758896	-73.985130	[zelotti s epic frescoes at cataio the obizzi saga]	[author:jaffe irma b] [author:colombardo gernando]	[subject:muurschilderingen] [subject:mural painting and decoration italian] [subject:maniërisme] [subject:mural painting and decoration renaissance] [subject:painting] [subject:history in art]	[publisher:fordham university press]
ocn757176984	2011	paris	fr	48.86	2.34444	[les premiers ateliers italiens de la renaissance de finiguerra à botticelli]	[author:loisel catherine] [author:torres pascal]	[publisher:louvre éd]
ocn757230472	2010	firenze	it	45.63637	13.05136	[memorial of many statues and paintings in the illustrious city of florence]	[author:boer waldemar herman de] [author:kwakkelstein michel w] [author:albertini francesco]	[subject:art italian] [subject:art renaissance] [subject:art medieval] [subject:painting] [subject:plastieken] [subject:sculpture] [subject:schilderijen]	[publisher:centro di]
ocn757462311	2011	napoli	it	40.87618	14.5195	[letteratura a napoli dal rinascimento al novecento]	[author:d episcopo francesco] [author:bruno elio]	[subject:italian literature] [subject:literatur] [subject:literature]	[dewey:850]	[publisher:guida]
ocn757463289	2011	firenze	it	45.63637	13.05136	[dal rinascimento al risorgimento grandezza e decadenza nella storia d italia di francesco guicciardini]	[author:ciuffoletti zeffiro]	[subject:historiography] [subject:libraries] [subject:early printed books]	[dewey:945]	[publisher:polistampa]
ocn757747716	2010	london	enk	51.51334	-0.08901	[understanding italian renaissance painting a guide to the artists ideas and key works]	[author:zuffi stefano] [author:pistolesi donald]	[subject:art criticism] [subject:painting renaissance] [subject:painting italian]	[publisher:thames & hudson]
ocn757945311	2011	korb	gw	48.84355	9.3632	[moretto da brescia bildnisse studien zu form wirkung und funktion des porträts in der italienischen renaissance]	[author:rühl anna] [author:moretto]	[subject:portraits italian] [subject:portraits renaissance]	[publisher:didymos verlag]
ocn758196242	2003	basel	sz	47.55773	7.59361	[italienische holzschnitte der renaissance und des barock bestandeskatalog der graphischen sammlung der eth zürich]	[author:matile michel]	[subject:eidgenössische technische hochschule zürich] [subject:holzschnitt]	[publisher:schwabe]
ocn758253199	1902	strassburg	fr	48.58361	7.74806	[das porträt an grabdenkmalen seine entstehung und entwickelung vom alterthum bis zur italianischen renaissance]	[author:lichtenberg reinhold von]	[subject:portraits] [subject:sculpture] [subject:sepulchral monuments]	[publisher:j h e heitz]
ocn758293220	2010	mantova	it	45.15208	10.77379	[architettura e incisione nel 500 tra antichità classica e classicismo rinascimentale]	[author:girondi giulio]	[subject:gravure de la renaissance] [subject:architecture] [subject:architectural drawing] [subject:engraving renaissance] [subject:architecture in art] [subject:engraving italian] [subject:gravure] [subject:dessin d architecture]	[dewey:720]	[publisher:sometti]
ocn758359085	2009	london	xxk	51.51334	-0.08901	[artists art in the renaissance]	[author:lavin marilyn aronberg]	[subject:artists] [subject:renaissance] [subject:artistes collectionneurs d art] [subject:art] [subject:art de la renaissance] [subject:artistes] [subject:art italian] [subject:art renaissance] [subject:artists as art collectors]	[publisher:pindar press]
ocn758438990	2011	firenze	it	45.63637	13.05136	[il denaro e bellezza i banchieri botticelli e il rogo delle vanità]	[author:parks tim] [author:sebregondi ludovica]	[subject:art renaissance italy florence exhibitions] [subject:wucher motiv] [subject:kunst] [subject:mäzenatentum] [subject:art italian] [subject:artists and patrons] [subject:banks and banking] [subject:geld motiv] [subject:art italian italy florence exhibitions] [subject:bankers] [subject:kulturleben] [subject:art renaissance] [subject:bankers italy florence art patronage exhibitions] [subject:kreditwesen motiv] [subject:banks and banking italy florence history to 1500 exhibitions] [subject:artists and patrons italy florence exhibitions] [subject:handel motiv] [subject:wirtschaft motiv]	[dewey:759]	[publisher:giunti]
ocn758467554	2010	oxford	xxk	51.75315	-1.23854	[italian renaissance frames at the v&a]	[author:thomas ian] [author:allen zoë] [author:powell christine]	[subject:picture frames and framing] [subject:décoration de la renaissance] [subject:cadres et encadrement] [subject:decoration and ornament renaissance]	[dewey:709.02]	[publisher:butterworth heinemann]
ocn758470810	2010	london	enk	51.51334	-0.08901	[rubens copies and adaptations from renaissance and later artists italian artists]	[author:wood jeremy]	[subject:artistes]	[dewey:759.9]	[publisher:h miller]
ocn758504742	2010	bologna	it	44.89688	11.98523	[crocevia e capitale della migrazione artistica forestieri a bologna e bolognesi nel mondo secoli xv xvi]	[author:frommel sabine]	[subject:artists] [subject:artistes] [subject:art] [subject:art de la renaissance] [subject:art italian] [subject:art renaissance]	[dewey:709]	[publisher:bononia university press]
ocn758506280	2010	repubblica di san marino	sm	43.9367	12.4463	[ritratto e figura nel manierismo a roma michelangelo buonarroti jacopino del conte daniele ricciarelli]	[author:donati andrea]	[subject:art italian] [subject:maniérisme art] [subject:peinture de portraits de la renaissance] [subject:portraits renaissance] [subject:peinture de figures humaines]	[dewey:757]	[publisher:asset banca]
ocn758637305	2011	farnham	xxk	54.03878	-1.45995	[the perfect genre drama and painting in renaissance italy]	[author:phillips court kristin]	[subject:peinture de la renaissance] [subject:art et littérature] [subject:théâtre genre littéraire italien]	[publisher:ashgate]
ocn758740389	2010	milano	it	46.21023	10.82097	[corti italiane del rinascimento arti cultura et politica 1395 1530]	[author:folin marco]	[subject:artistes et mécènes] [subject:cour et courtisans] [subject:rois et souverains]	[publisher:officina libraria]
ocn758778707	2010	farnham	xxk	54.03878	-1.45995	[erotic cultures of renaissance italy]	[author:matthews grieco sara f]	[subject:renaissance] [subject:art] [subject:art de la renaissance] [subject:sexualité] [subject:arts italiens] [subject:arts et société] [subject:sexualité dans l art] [subject:arts de la renaissance]	[publisher:ashgate]
ocn758800948	2009	firenze	it	45.63637	13.05136	[dalla tradizione gotica al primo rinascimento mostra firenze galleria moretti 27 settembre 4 ottobre 2009]	[author:caioni gabriele]	[subject:panel painting renaissance] [subject:panel painting italian] [subject:peinture sur panneau de la renaissance] [subject:panel painting gothic] [subject:peinture sur panneau gothique] [subject:peinture]	[dewey:755]	[publisher:edizioni polistampa]
ocn758823217	2005	treviso	it	45.6714	12.24121	[il rinascimento italiano e l europa]	[author:calabi donatella] [author:svalduz elena]	[subject:renaissance]	[publisher:fondazione cassamarca]
ocn758893504	2009	firenze	it	45.63637	13.05136	[la collezione salini dipinti sculture e oreficerie dei secoli xii xiii xiv e xv]	[author:bellosi luciano]	[subject:art italian] [subject:art] [subject:art médiéval] [subject:art medieval] [subject:art early renaissance]	[publisher:centro di]
ocn758935383	1909	jena	gw	50.9326	11.58678	[die früh renaissance der italienischen malerei 200 nachbildungen mit geschichtlicher einführung und erläuterungen]	[author:hamann richard]	[subject:malerei]	[publisher:diederichs]
ocn759152422	2011	paris	fr	48.86	2.34444	[majolique la faïence italienne au temps des humanistes 1480 1530]	[author:barbe françoise]	[subject:majolica italian] [subject:majolica renaissance]	[publisher:rmn grand palais]
ocn759152590	2011	milano	it	46.21023	10.82097	[andrea mantegna gli sposi eterni nella camera dipinta]	[author:reale giovanni] [author:sgarbi vittorio] [author:signorini rodolfo] [author:mantegna andrea]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:bompiani]
ocn759152595	2011	torino	it	44.8031	10.32804	[la sapienza risplende madonne d abruzzo tra medioevo e rinascimento]	[author:arbace lucia]	[subject:wood sculpture italian] [subject:painting italian] [subject:christian art and symbolism]	[publisher:allemandi]
ocn759153148	2011	münster	gw	48.6208	10.8981	[leitbild tugend die virtus darstellung in italienischen kommunalpalästen und fürstenresidenzen der renaissance]	[subject:residenz] [subject:allegorie] [subject:ausstattung] [subject:tugend motiv]	[publisher:rhema verlag timothy doherty]
ocn759473098	2011	milano	it	46.21023	10.82097	[rinascimento in lombardia foppa zenale leonardo bramantino]	[author:romano giovanni]	[subject:art italian] [subject:art renaissance] [subject:malerei]	[publisher:feltrinelli]
ocn759478273	1900	boston	mau	42.364506	-71.038887	[masters in art a series of illustrated monographs]	[subject:artists] [subject:neoclassicism art] [subject:art] [subject:painters dutch] [subject:painters flemish] [subject:art renaissance] [subject:painters english] [subject:art baroque] [subject:painters italian]	[publisher:bates & guild]
ocn759478290	1845	london	enk	51.51334	-0.08901	[memoirs of the early italian painters and of the progress of painting in italy from cimabue to bassano]	[author:jameson anna brownell]	[subject:painting renaissance] [subject:painters] [subject:painting gothic]	[publisher:charles knight & co ludgate street]
ocn759478773	1886	london	enk	51.51334	-0.08901	[sculpture renaissance and modern]	[author:scott leader]	[subject:sculpture italian] [subject:sculpture renaissance] [subject:sculpture modern]	[dewey:735]	[publisher:sampson low marston searle & rivington]
ocn759602495	1962	boston	mau	42.364506	-71.038887	[dances of the italian renaissance by the camerata and the cambridge ballet theatre of the museum of fine arts boston lecture hall may 8 and 15 1962]	[subject:dance]	[publisher:museum of fine arts]
ocn759803034	2011	cambridge	xxu	41.69176	-81.27522	[classical myths in italian renaissance painting]	[author:freedman luba]	[subject:painting renaissance] [subject:painting italian] [subject:mythology classical in art]	[publisher:cambridge university press]
ocn759869967	2011	ramsen	sz	47.70483	8.81468	[unterwegs zur renaissance fünfzig italienische und spanische illuminierte manuskripte des 13 18 jahrhunderts]	[author:könig eberhard] [author:tenschert heribert]	[subject:bilderhandschrift] [subject:buchmalerei]	[dewey:745.6]	[publisher:antiquariat bibermühle heribert tenschert]
ocn759991206	2011	heidelberg	gw	52.50833	13.32231	[frottole songs from the courts of renaissance italy]	[author:bossinensis franciscus] [author:cara marchetto] [author:obrecht jacob] [author:compère loyset] [author:capirola vincenzo] [author:josquin] [author:isaac heinrich] [author:brumel antoine] [author:urreda juan] [author:tromboncino bartolomeo] [author:hofbauer ulrike] [author:brocco nicolò] [author:hesdimois johannes]	[subject:frottolas music] [subject:part songs italian] [subject:part songs german]	[publisher:pan classics]
ocn760159052	2011	new york	nyu	40.758896	-73.985130	[the renaissance portrait from donatello to bellini]	[author:weppelmann stefan] [author:christiansen keith] [author:rubin patricia lee]	[subject:art italian] [subject:portraits renaissance]	[dewey:704.9]	[publisher:metropolitan museum of art]
ocn761176509	2010	verona	it	45.65902	12.54597	[studi sul disegno padano del rinascimento]	[author:romani vittoria]	[subject:renaissance] [subject:drawing renaissance] [subject:drawing] [subject:zeichnung] [subject:drawing italian]	[dewey:741]	[publisher:edizioni dell aurora]
ocn761367103	1991	roma	it	44.00484	12.65874	[la danae e la pioggia d oro un capolavoro di antonio allegri detto il correggio restaurato]	[author:correggio] [author:bernardini maria grazia]	[subject:painting renaissance] [subject:painting italian] [subject:danaë greek mythology]	[publisher:multigrafica]
ocn761468474	2011	milano	it	46.21023	10.82097	[il rinascimento a roma nel segno di michelangelo e raffaello]	[author:bussagli marco] [author:bernardini maria grazia]	[subject:art italian] [subject:civilization] [subject:art renaissance]	[dewey:709]	[publisher:electa]
ocn761468475	2011	milano	it	46.21023	10.82097	[museo statale ermitage la pittura italiana dal xiii al xvi secolo]	[author:kustodieva t k]	[subject:painting medieval] [subject:painting] [subject:painting renaissance] [subject:painting italian]	[publisher:skira]
ocn761468512	2011	venezia	it	43.96684	12.73197	[lo stato dipinto la sala delle vedute nel castello di spezzano]	[author:ceccarelli francesco] [author:sambin de norcen maria teresa]	[subject:stadt motiv] [subject:wandmalerei] [subject:auftraggeber] [subject:mural painting and decoration italian] [subject:cities and towns in art] [subject:vedute] [subject:mural painting and decoration renaissance] [subject:landscapes in art] [subject:territorium]	[dewey:759]	[publisher:marsilio]
ocn761504176	1998	florence	it	43.78645	11.24892	[aldus manutius and renaissance culture essays in memory of franklin d murphy acts of an international conference venise and florence 14 17 june 1994]	[author:zeidberg david s] [author:murphy franklin d] [author:superbi gioffredi fiorella]	[subject:florence] [subject:caractères grecs imprimerie] [subject:imprimerie] [subject:humanisme de la renaissance] [subject:caractères italiques imprimerie] [subject:venise]	[dewey:070.5]	[publisher:l s olschki]
ocn761843695	2011	pisa	it	43.71084	10.4137	[scritti sul rinascimento 1852 1872]	[author:spaventa bertrando]	[subject:geistesgeschichte] [subject:renaissance] [subject:philosophy italian] [subject:philosophy renaissance]	[dewey:195]	[publisher:fabrizio serra editore]
ocn762406727	2010	milano	it	46.21023	10.82097	[giorgione a padova l enigma del carro mostra padova musei civici agli eremitani 16 ottobre 2010 16 gennaio 2011]	[author:banzato davide] [author:pellegrini franca] [author:soragni ugo]	[subject:peinture de la renaissance] [subject:art de la renaissance] [subject:art italien]	[publisher:skira]
ocn762682845	2011	paris	fr	48.86	2.34444	[l oeil et la passion dessins italiens de la renaissance dans les collections privées françaises exposition musée des beaux arts de caen 19 mars 20 juin 2011]	[author:ramade patrick] [author:monbeig goguel catherine] [author:schwed nicolas]	[subject:dessin de la renaissance]	[dewey:741.9]	[publisher:somogy]
ocn763157609	2011	luton		51.36899	0.54726	[the renaissance]	[author:pater walter]	[subject:renaissance] [subject:art italian] [subject:arts renaissance] [subject:italy] [subject:art] [subject:art renaissance] [subject:fine arts]
ocn766534891	2005	cremona	it	45.13617	10.02797	[hic est bonum comedere stoviglie e vettovaglie rinascimentali di una guarnigione di pizzighettone]	[author:passi pitcher lynn]	[subject:pottery italian] [subject:excavations archaeology] [subject:pottery renaissance] [subject:antiquities]	[publisher:fantigrafica]
ocn767751783	1983	paris	fr	48.86	2.34444	[réécritures commentaires parodies variations dans la littérature italienne de la renaissance berni l arétin castiglione grazzini]	[author:toscan jean]	[subject:renässansen litteratur italien]	[publisher:univ de la sorbonne nouv]
ocn767751785	1984	paris	fr	48.86	2.34444	[réécritures commentaires parodies variations dans la littérature italienne de la renaissance sercambi et sermini guichardin ruzante et calmo bonarelli corrections d atelier dans les textes du xvie siècle]	[author:marietti marina] [author:toscan jean]	[subject:parodie italienne] [subject:imitation littérature] [subject:littérature italienne 16e siècle thèmes motifs] [subject:littérature italienne 15e siècle thèmes motifs]	[dewey:350]	[publisher:univ de la sorbonne nouv]
ocn767751788	1987	paris	fr	48.86	2.34444	[réécritures commentaires parodies variations dans la littérature italienne de la renaissance les facéties aux xve et xvie siècles une pasquinade de berni la flaminia schiava de pier maria cecchini godefroi e bouillon dans la jérusalem conquise]	[author:toscan jean] [author:fontes baratto anna]	[publisher:univ de la sorbonne nouv]
ocn767751986	2007	paris	fr	48.86	2.34444	[les années trente du xvie siècle italien actes du colloque paris 3 5 juin 2004]	[author:plaisance michel] [author:boillet danielle]	[subject:kultur] [subject:civilization]	[publisher:centre interuniversitaire de recherche sur la renaissance italienne cirri]
ocn767914721	2010	firenze	it	45.63637	13.05136	[memorial of many statues and paintings in the illustrious city of florence by francesco albertini 1510 a booklet devoted to florentine art]	[author:kwakkelstein michel w] [author:albertini francesco] [author:boer waldemar h de]	[subject:art italian] [subject:plastik] [subject:art renaissance] [subject:art medieval] [subject:malerei]	[publisher:centro di]
ocn767922615	2010	aquila		46.53937	12.13498	[l arte aquilana del rinascimento]	[author:maccherini michele]	[subject:art italian] [subject:art renaissance]
ocn767949920	2009	borgosesia	it	45.71447	8.27992	[sacro monte of varallo]	[author:de filippis elena]	[subject:wood sculpture italian] [subject:art renaissance] [subject:mural painting and decoration italian] [subject:terra cotta sculpture italian]	[publisher:s n]
ocn767950118	2012	cambridge	enk	52.2325	0.15836	[the italian renaissance and cultural memory]	[author:emison patricia a]	[subject:art renaissance]	[publisher:cambridge university press]
ocn767950680	2011	berlin	gw	48.70032	9.01699	[gesichter der renaissance meisterwerke italienischer portrait kunst für die gemäldegalerie staatliche museen zu berlin und das metropolitan museum of art new york]	[author:preimesberger rudolf] [author:ceriana matteo] [author:scher stephen k] [author:fahy everett] [author:humfrey peter] [author:brown beverly louise] [author:christiansen keith] [author:rubin patricia lee] [author:bayer andrea] [author:rebmann ruben] [author:caglioti francesco] [author:goldner george r] [author:collareta marco] [author:weppelmann stefan] [author:valiela julia leonor]	[subject:portraits italian] [subject:bildnismalerei] [subject:portraits renaissance] [subject:münze] [subject:bildnisplastik] [subject:bildnis]	[publisher:gemäldegalerie staatliche museen zu berlin]
ocn767951137	2010	warsaw	pl	52.2331	21.0614	[warsztaty weneckie w drugiej połowie xv i w xvi wieku bellini giorgione tycjan tintoretto]	[author:giorgione] [author:bastek grażyna] [author:bellini giovanni] [author:titian] [author:tintoretto]	[subject:painting renaissance] [subject:painting italian]	[publisher:wydawnictwa uniwersytu warszawskiego]
ocn768083531	2010	tokyo	ja	35.68333	139.76667	[kapodimonte bijutsukan ten napori kyūtei to bi runesansu kara barokku made capolavori del museo di capodimonte napoli la bellezza e la corte dal rinascimento al barocco]	[author:watanabe shinsuke]	[subject:art italian] [subject:art] [subject:itaria bijutsu zushū]	[publisher:tbs terebi]
ocn768397145	2011	napoli	it	40.87618	14.5195	[racconti del palcoscenico dal rinascimento a gadda]	[author:puppa paolo]	[subject:literatur] [subject:italian drama] [subject:italienisch] [subject:dramatisierung]	[dewey:853]	[publisher:liguori]
ocn768442467	2011	bologna	it	44.89688	11.98523	[i corali benedettini di san sisto a piacenza]	[author:bollati milvia]	[subject:illumination of books and manuscripts gothic] [subject:illumination of books and manuscripts italian] [subject:graduals liturgical books] [subject:antiphonaries] [subject:illumination of books and manuscripts renaissance]	[dewey:096]	[publisher:compositori]
ocn768581570	2011	écouen	fr	49.01861	2.38111	[majolique la faïence italienne au temps des humanistes 1480 1530 11 octobre 2011 6 février 2012 musée national de la renaissance château d écouen]	[author:barbe françoise]	[subject:majolica italian] [subject:majolica renaissance]	[publisher:musée national de la renaissance]
ocn768810243	2011	mantova	it	45.15208	10.77379	[la villa vescovile di quingentole]	[author:berselli alberto giuseppe] [author:borghi gianni]	[subject:architecture renaissance] [subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:architecture domestic] [subject:bishops]	[publisher:sometti]
ocn768810370	2011	milano	it	46.21023	10.82097	[un teatro delle idee ragione e immaginazione dal rinascimento al romanticismo]	[author:raimondi ezio]	[subject:italian literature] [subject:poetik] [subject:literatur] [subject:italienisch] [subject:civilization]	[dewey:850]	[publisher:bur rizzoli]
ocn769145291	2011	cesena	it	44.15617	12.26404	[l arte in romagna dal rinascimento all eclettismo scritti scelti 1978 2006]	[author:gori mariacristina] [author:tramonti ulisse]	[subject:art italian]	[dewey:709]	[publisher:il ponte vecchio]
ocn769642269	1901	leipzig	gw	51.34198	12.37498	[handbuch der kunstgeschichte die renaissance in italien]	[author:springer anton]	[publisher:seemann]
ocn769727676	1908	leipzig	gw	51.34198	12.37498	[handbuch der kunstgeschichte die renaissance in italien]	[author:springer anton] [author:philippi adolf]	[subject:bouwkunst] [subject:beeldende kunsten]	[publisher:seemann]
ocn769851221	1993	paris	fr	48.86	2.34444	[l art décoratif en europe renaissance et maniérisme préf de jacques thuillier avec la collab de margherita azzi visentini et al chap cuirs trad de l italien par élisabeth ramella]	[author:azzi visentini margherita] [author:ramella élisabeth] [author:gruber alain]	[subject:kunstnijverheid]	[publisher:citadelles & mazenod]
ocn769884283	1922	marburg	gw	50.80904	8.77069	[deutsche und französische kunst im mittelalter 1 südfranzösische protorenaissance und ihre ausbreitung in deutschland auf dem wege durch italien und die schweiz]	[author:hamann r]
ocn770222783	2010	altenburg	gw	50.98148	12.43608	[römische sendungen acht gemälde der italienischen renaissance und die dokumentation der arbeiten im rahmen des programms konservierung und restaurierung von mobilem kulturgut kur der kulturstiftung des bundes und der kulturstiftung der länder grotesken]	[author:jena klaus] [author:penndorf jutta] [author:fruhstorfer martin]	[subject:grotesque in art] [subject:painting renaissance] [subject:painting italian] [subject:groteske kunst] [subject:painting] [subject:malerei]	[publisher:lindenau museum altenburg]
ocn770601888	2011	florence	it	43.78645	11.24892	[los fondos dorados en la pintura italiana del medioevo al renacimiento fondi oro nella pittura italiana dal medioevo al rinascimento gold ground italian painting from the middle ages to the renaissance]	[author:d ayala valva margherita]	[subject:painting medieval] [subject:painting renaissance] [subject:gold in art]	[dewey:759]	[publisher:scala]
ocn772468985	1930	berlin	gw	48.70032	9.01699	[die italienischen und spanischen bildwerke der renaissance und des barock die bildwerke in stein holz ton und stuck mit den abbildungen sämtlicher bildwerke]	[author:schottmüller frida]
ocn772468987	1930	berlin	gw	48.70032	9.01699	[die italienischen und spanischen bildwerke der renaissance und des barock bronzestatuetten büsten und gebrauchsgegenstände mit den abbildungen sämtlicher bildwerke auf 86 lichtdrucktafeln]	[author:bode wilhelm von]
ocn772641595	2011	paris	fr	48.86	2.34444	[majolique la faïence italienne au temps des humanistes 1480 1530 11 octobre 2011 6 février 2012 musée national de la renaissance château d ecouen]	[author:barbe françoise]	[publisher:éd de la rmn grand palais u a]
ocn772657101	2011	lucca		43.84823	10.50705	[matteo civitali nella cattedrale di lucca studi e restauri]	[author:civitali matteo] [author:d aniello antonia]	[subject:restaurierung] [subject:sculpture renaissance] [subject:ausstattung]
ocn772861847	1922	münchen	gw	48.13452	11.571	[entwicklungsgeschichte des stils italienische renaissance 1500 1600]	[author:west robert]	[publisher:hyperionverl]
ocn772861916	2011	new york	nyu	40.758896	-73.985130	[a local habitation and a name imaging histories in the italian renaissance]	[author:ascoli albert russell]	[subject:geschichtsbild] [subject:literatur] [subject:italienisch]	[publisher:fordham univ press]
ocn772982046	2011	roma	it	44.00484	12.65874	[dal razionalismo al rinascimento per i quaranta anni di studi di silvia danesi squarzina]	[author:aurigemma maria giulia] [author:danesi squarzina silvia]	[subject:art italian] [subject:art european]	[dewey:709]	[publisher:campisano]
ocn772982047	2011	spoleto	it	42.74484	12.73737	[luoghi opere destini ricerche di storia dell arte secoli xii xv]	[author:toscano bruno] [author:grisanti claudia] [author:sapori giovanna]	[subject:painting medieval] [subject:painting renaissance] [subject:painting italian]	[dewey:759]	[publisher:edizioni dell accademia spoletina]
ocn772982098	2011	roma	it	44.00484	12.65874	[storia di una galleria romana la genealogia degli dèi di jacopo zucchi e le famiglie rucellai caetani ruspoli memmo]	[author:d amelio anna] [author:morel philippe] [author:rigon fernando]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance] [subject:mythology classical in art]	[dewey:759]	[publisher:u bozzi]
ocn773145947	2011	firenze	it	45.63637	13.05136	[the middle ages and early renaissance paintings and sculptures from the carlo de carlo collection and other provenance]	[author:benati daniele]	[subject:art italian] [subject:art] [subject:art renaissance] [subject:art medieval] [subject:christian art and symbolism]	[dewey:759]	[publisher:centro di]
ocn773284672	2010	campobasso	it	41.56003	14.66753	[rinascimento in molise materiali per la ricerca e la valorizzazione]	[author:vignone fioravante] [author:catalano dora] [author:ferrara daniele]	[subject:renaissance] [subject:civilization] [subject:art italian] [subject:architecture italian] [subject:architecture renaissance] [subject:art renaissance]	[publisher:palladino]
ocn773668166	2011	firenze	it	45.63637	13.05136	[bartolomeo berrecci da pontassieve un genio del rinascimento tra arte e filosofia]	[author:cappelletti leonardo]	[subject:church decoration and ornament] [subject:architecture renaissance] [subject:architecture italian] [subject:sculpture italian]	[dewey:730]	[publisher:polistampa]
ocn773669136	2011	milano	it	46.21023	10.82097	[la chiesa di san bernardino alle monache a milano in via lanzone]	[subject:mural painting and decoration] [subject:mural painting and decoration italian] [subject:monasticism and religious orders for women] [subject:mural painting and decoration renaissance] [subject:christian saints in art]	[dewey:726]	[publisher:biblion]
ocn773670224	2012	venezia	it	43.96684	12.73197	[la sala bologna nel palazzo apostolico vaticano]	[subject:mural painting and decoration italian] [subject:mural painting and decoration renaissance]	[publisher:marsilio editori]
ocn773791846	1927	leipzig	gw	51.34198	12.37498	[die kultur der renaissance in italien]	[author:burckhardt jacob] [author:goetz walter]	[subject:civilization] [subject:renaissance]	[publisher:alfred kröner verlag]
ocn773805454	2005	venice	it	45.4746	11.70244	[italian art of the middle ages and the renaissance painting]	[author:seidel max] [author:ilg ulrike] [author:roberts mark]	[subject:schilderkunst]	[publisher:marsilio]
ocn773834853	2011	new york	nyu	40.758896	-73.985130	[a local habitation and a name imagining histories in the italian renaissance]	[author:ascoli albert russell]	[subject:civilization medieval in literature] [subject:literatur] [subject:literature and society] [subject:renaissance] [subject:collective memory and literature] [subject:literature and history] [subject:italian literature] [subject:gedächtnis] [subject:italienisch]	[publisher:fordham university press]
ocn773859866	2005	münster	gw	48.6208	10.8981	[praemium virtutis grabmäler und begräbniszeremoniell in der italienischen hoch und spätrenaissance]	[author:kusch arnhold britta] [author:weigel thomas] [author:poeschke joachim]	[subject:symboliek] [subject:virtues in art] [subject:art] [subject:sepulchral monuments renaissance] [subject:funeral rites and ceremonies] [subject:graflegging] [subject:grafmonumenten] [subject:ceremoniën] [subject:sepulchral monuments]	[publisher:rhema]
ocn774410545	1937	quakenbrück	gw	52.6804	7.9612	[die darstellung der bewegung in der historienmalerei der italienischen renaissance]	[author:fiensch günther]	[publisher:trute]
ocn774604509	2011	prato	it	44.37004	9.46546	[firenze new york rinascimento e modernità da luca signorelli a andy warhol]	[subject:painting renaissance] [subject:painting italian] [subject:painting modern]	[publisher:farsettiarte]
ocn775069708	2011	bagno a ripoli		43.75115	11.32252	[gold ground italian painting from the middle ages to the renaissance fondo oro goldgrund in der italienischen malerei vom mittelalter bis zur renaissance]	[author:d ayala valva margherita]	[subject:malerei] [subject:goldgrund]
ocn775129400	2012	münchen	gw	48.13452	11.571	[die renaissance in italien geschichte und kultur]	[author:reinhardt volker]	[subject:renaissance] [subject:kultur] [subject:geschichte]	[publisher:beck]
ocn775271363	2006	venezia	it	43.96684	12.73197	[catalogo generale da raffaello ai carracci a cura di jadranka bentini et al]	[author:bentini jadranka]	[subject:painting medieval] [subject:painting renaissance] [subject:painting italian]	[dewey:759]	[publisher:marsilio]
ocn775281495	2004	venezia	it	43.96684	12.73197	[catalogo generale dal duecento a francesco francia a cura di jadranka bentini gian piero cammarota daniela scaglietti kelescian]	[author:bentini jadranka] [author:cammarota gian piero]	[subject:painting medieval] [subject:painting renaissance] [subject:painting italian]	[dewey:759]	[publisher:marsilio]
ocn775318383	2010	milano	it	46.21023	10.82097	[tintoretto svelato il soffitto della sala dell albergo nella scuola grande di san rocco]	[author:chinellato dino] [author:fumo grazia]	[subject:mural painting and decoration italian] [subject:mural painting and decoration] [subject:mural painting and decoration renaissance]	[publisher:skira]
ocn775318384	2010	gubbio	it	43.35445	12.57246	[la via della ceramica tra umbria e marche maioliche rinascimentali da collezioni private]	[author:alunno silvia] [author:sannipoli ettore a]	[subject:pottery italian] [subject:pottery renaissance]	[publisher:l arte grafica]
ocn775318463	2010	castellammare di stabia	it	40.69362	14.47085	[tiziano per napoli l annunciazione di san domenico maggiore]	[author:alabiso anna chiara]	[subject:panel painting renaissance] [subject:panel painting italian]	[dewey:759]	[publisher:n longobardi]
